scenario,echelle,nombre moyen de cellules sélectionnées par simulations,ecart-type du nombre des cellules sélectionnées par simulations,coeff de variation du nombre de cellules sélectionnées par simulations,repet 1,repet 2,repet 3,repet 4,repet 5,repet 6,repet 7,repet 8,repet 9,repet 10,null,moyenne evaluation des cellules instables,ecart type des cellules instables,coefficient de variation des cellules instables,moyenne evaluation des cellules stables,ecart type des cellules stables,coefficient de variation des cellules stables,null,
diffDonnee,20.0,117680.0,2933.078928361799,0.024924192117282452,122918.0,56221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4401383699102177,0.10191668710924844,0.2315560152822806,NaN,NaN,NaN,0.0,
