scenario,echelle,nombre moyen de cellules sélectionnées par simulations,ecart-type du nombre des cellules sélectionnées par simulations,coeff de variation du nombre de cellules sélectionnées par simulations,repet de 0 a 100,repet de 100 a 200,de 200 a 300,de 300 a 400,de 400 a 500,de 500 a 600,de 600 a 700,de 700 a 800,de 800 a 900,de 900 a 999,1000 repet (allstar),moyenne evaluation des cellules instables,ecart type des cellules instables,coefficient de variation des cellules instables,moyenne evaluation des cellules stables,ecart type des cellules stables,coefficient de variation des cellules stables,null,
emprise-Data1.0_1620.0_0.0_N5_St_Moy_ahpx_seed_1041,20.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,NaN,NaN,NaN,0.3672096490045078,0.08135126901056407,0.22153902881121026,0.0,
emprise-Data1.0_1620.0_0.0_N5_St_Moy_ahpx_seed_1041,60.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,NaN,NaN,NaN,0.3674581285033907,0.07455556965544748,0.20289541548339846,0.0,
emprise-Data1.0_1620.0_0.0_N5_St_Moy_ahpx_seed_1041,180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NaN,NaN,NaN,0.3764220327138901,0.07021877469157661,0.18654267972923977,0.0,
scenario,echelle,nombre moyen de cellules sélectionnées par simulations,ecart-type du nombre des cellules sélectionnées par simulations,coeff de variation du nombre de cellules sélectionnées par simulations,repet de 0 a 100,repet de 100 a 200,de 200 a 300,de 300 a 400,de 400 a 500,de 500 a 600,de 600 a 700,de 700 a 800,de 800 a 900,de 900 a 999,1000 repet (allstar),moyenne evaluation des cellules instables,ecart type des cellules instables,coefficient de variation des cellules instables,moyenne evaluation des cellules stables,ecart type des cellules stables,coefficient de variation des cellules stables,null,
emprise-Data1.0_1620.0_0.0_N5_St_Moy_ahpx_seed_1041,20.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,NaN,NaN,NaN,0.3672096490045078,0.08135126901056407,0.22153902881121026,0.0,
emprise-Data1.0_1620.0_0.0_N5_St_Moy_ahpx_seed_1041,60.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,NaN,NaN,NaN,0.3674581285033907,0.07455556965544748,0.20289541548339846,0.0,
emprise-Data1.0_1620.0_0.0_N5_St_Moy_ahpx_seed_1041,180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,NaN,NaN,NaN,0.3764220327138901,0.07021877469157661,0.18654267972923977,0.0,
