scenario,echelle,nombre moyen de cellules sélectionnées par simulations,ecart-type du nombre des cellules sélectionnées par simulations,coeff de variation du nombre de cellules sélectionnées par simulations,repet 1,repet 2,repet 3,repet 4,repet 5,repet 6,repet 7,repet 8,repet 9,repet 10,null,moyenne evaluation des cellules instables,ecart type des cellules instables,coefficient de variation des cellules instables,moyenne evaluation des cellules stables,ecart type des cellules stables,coefficient de variation des cellules stables,null,
diffDonnee,20.0,122342.5,1639.7806255716037,0.01340319697220184,142075.0,51305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4307092016392522,0.10146068991481443,0.2355665714330258,NaN,NaN,NaN,0.0,
