scenario,echelle,nombre moyen de cellules sélectionnées par simulations,ecart-type du nombre des cellules sélectionnées par simulations,coeff de variation du nombre de cellules sélectionnées par simulations,repet 1,repet 2,repet 3,repet 4,repet 5,repet 6,repet 7,repet 8,repet 9,repet 10,null,moyenne evaluation des cellules instables,ecart type des cellules instables,coefficient de variation des cellules instables,moyenne evaluation des cellules stables,ecart type des cellules stables,coefficient de variation des cellules stables,null,
diffDonnee,20.0,5267.0,2524.371208835975,0.4792806548008306,8682.0,926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07796390653237252,0.11693973624495244,1.4999214565575443,NaN,NaN,NaN,0.0,
