scenario N5_St
dimension de corrélation,1.510046812501521
R2,0.9999185907422316
BootStrap Confidence Interval Low,1.4978355446899192
BootStrap Confidence Interval High,1.517749289066685

scenario N5_St
dimension de corrélation,1.510046812501521
R2,0.9999185907422316
BootStrap Confidence Interval Low,1.498222348893576
BootStrap Confidence Interval High,1.5179279738152225

scenario N5_St
dimension de corrélation,1.510046812501521
R2,0.9999185907422316
BootStrap Confidence Interval Low,1.4979506769626736
BootStrap Confidence Interval High,1.5178502521855721

scenario N5_St
dimension de corrélation,1.510046812501521
R2,0.9999185907422316
BootStrap Confidence Interval Low,1.4985900417598719
BootStrap Confidence Interval High,1.5177686910732184

